filename,width,height,class,xmin,ymin,xmax,ymax
015624_jpg.rf.ab5db6c378f4dc3307949da6a810ea9e.jpg,416,416,vehicle,27,86,373,377
013853_jpg.rf.ab586049e6af2fec3e5ddfd7cde902c7.jpg,416,416,vehicle,0,0,415,415
006657_jpg.rf.ab6244b5b1bccb9d866a400e52f4b50e.jpg,416,416,vehicle,0,33,415,415
009202_jpg.rf.ab530444765ea503d26ccbf480f1c610.jpg,416,416,vehicle,40,93,414,382
014877_jpg.rf.ab4cf0ce399516a277f048add6b866ad.jpg,416,416,vehicle,0,105,415,415
011560_jpg.rf.ab611ac06f111a7d14941c04ef7faa53.jpg,416,416,vehicle,0,69,415,415
006739_jpg.rf.ab54b82b958582a5a260053a7519b81f.jpg,416,416,vehicle,0,49,415,326
008792_jpg.rf.ab5c94e67a76caaa0ebea464cdb9bb61.jpg,416,416,vehicle,1,63,389,365
008078_jpg.rf.ab5964877bba540ddad53ad6e45cfe7d.jpg,416,416,vehicle,27,13,401,415
bike--602-_jpg.rf.ab5a3250ec686fb6354ada9e3847bbec.jpg,416,416,motorbike,152,193,401,409
bike--602-_jpg.rf.ab5a3250ec686fb6354ada9e3847bbec.jpg,416,416,vehicle,229,143,248,164
015161_jpg.rf.ab297e9fe46a5044339f693dda900704.jpg,416,416,vehicle,34,58,393,274
007005_jpg.rf.ab568df9da5345b298ec4b585d0df2db.jpg,416,416,vehicle,0,0,386,383
009241_jpg.rf.ab4222ded4079907a2c9ed277a514fe2.jpg,416,416,vehicle,88,31,379,364
004612_jpg.rf.ab6586de512c2911910959eefa33e3ad.jpg,416,416,vehicle,5,9,416,413
bike--626-_jpg.rf.ab732710f85f4764a53e96a23ec246ea.jpg,416,416,motorbike,0,166,372,415
003713_jpg.rf.ab6e37bbce9e4f49f223251e07d298f3.jpg,416,416,vehicle,0,117,415,365
000523_jpg.rf.ab718188bd3db322d90caba5010d0ed2.jpg,416,416,vehicle,0,107,412,414
007568_jpg.rf.ab774b06d8c28ba66405e7b3b0bec761.jpg,416,416,vehicle,0,40,415,317
bike--486-_jpg.rf.ab633df055c114b1bc862f3e0022f43b.jpg,416,416,motorbike,79,128,371,415
013931_jpg.rf.ab771f8158651b9a2aea0977155afe8d.jpg,416,416,vehicle,0,77,340,380
004188_jpg.rf.ab790021a2517f9497f7d7244d528109.jpg,416,416,vehicle,38,103,415,412
009332_jpg.rf.ab7956d0e643c9eb8e94332419a7e1a0.jpg,416,416,vehicle,0,21,415,394
006182_jpg.rf.ab7743fcd21f5d74c56d6e463024d746.jpg,416,416,vehicle,107,13,401,392
010932_jpg.rf.ab615b935bd8be9a2eceac6aaed3b2b0.jpg,416,416,vehicle,93,64,362,340
001729_jpg.rf.ab774de0bbb8a81dda135c45d1c50f03.jpg,416,416,vehicle,0,39,415,406
011633_jpg.rf.ab7da96e4c45da5978839a022848a123.jpg,416,416,vehicle,12,90,415,415
014178_jpg.rf.ab79270ab31a239839e4baf3ec38132c.jpg,416,416,vehicle,16,86,382,398
007280_jpg.rf.ab6e441736a99c8db13a70bbf625d97e.jpg,416,416,vehicle,31,51,398,372
012822_jpg.rf.ab638cc03b132414348020fdf4f2e522.jpg,416,416,vehicle,0,41,415,415
009894_jpg.rf.ab7d7a1646b323143780f40b61892aa1.jpg,416,416,vehicle,38,0,379,415
001416_jpg.rf.ab825f7e801618bef2fc2f77733d0098.jpg,416,416,vehicle,0,41,415,389
012978_jpg.rf.ab808eb783a9361c86d7617c76f9c151.jpg,416,416,vehicle,0,0,415,415
013929_jpg.rf.ab7ea000d591a9adbaefc63cecf633de.jpg,416,416,vehicle,11,90,408,239
014396_jpg.rf.ab7b4200eac04e20b880f5a8d2ceff4b.jpg,416,416,vehicle,6,253,355,415
010420_jpg.rf.ab8a163fc5e175c9b9087e398c0a4700.jpg,416,416,vehicle,0,32,402,415
002228_jpg.rf.ab830b6bf3f2c46c051c969df071f496.jpg,416,416,vehicle,36,55,389,404
dbc_059_jpg.rf.ab9166309456bceeed78e30388b4a146.jpg,416,416,motorbike,3,7,415,415
000350_jpg.rf.ab90e41fa5d365edee37a04abc5c9465.jpg,416,416,vehicle,0,0,415,415
013114_jpg.rf.ab83ff06a984340c7e23e5383b214c29.jpg,416,416,vehicle,56,75,415,376
006321_jpg.rf.ab8da8fdbe8e1adbeb0c6ad11cfd62e3.jpg,416,416,vehicle,9,0,403,415
002840_jpg.rf.ab81d683c62a52d8463d32ff11e0accf.jpg,416,416,vehicle,26,76,403,297
015414_jpg.rf.ab8f5afdc97cfdbdaf7766c4f6607c84.jpg,416,416,vehicle,16,42,415,399
005954_jpg.rf.ab91e77e5bc7de05dcd29e89415a2fb3.jpg,416,416,vehicle,0,96,415,388
014736_jpg.rf.ab9454dc469c80318f580a3c4bc1d416.jpg,416,416,vehicle,27,0,400,415
007915_jpg.rf.ab95d9cb942f65bdbb9a5a4299a38008.jpg,416,416,vehicle,4,156,405,352
011397_jpg.rf.ab82dcdb3931c051b371b988b7af968a.jpg,416,416,vehicle,0,0,415,415
005534_jpg.rf.abae5d20218e79ed02166ed9bb948011.jpg,416,416,vehicle,0,44,415,415
014613_jpg.rf.aba8a819ace389d4b33286e1c56d6d9a.jpg,416,416,vehicle,5,20,415,380
000610_jpg.rf.aba71102b037a91737cb79b5e74c16a7.jpg,416,416,vehicle,0,102,395,415
008150_jpg.rf.aba104fbef1b291263edb8852d258710.jpg,416,416,vehicle,34,69,415,413
002806_jpg.rf.abaf649e2bd0ee4506a31c637c939634.jpg,416,416,vehicle,0,65,415,366
013253_jpg.rf.abadbacec1352abc2ddd8f4641ec6bc4.jpg,416,416,vehicle,0,4,415,410
008130_jpg.rf.ab9eaf465aad504636cccbad6590d2e1.jpg,416,416,vehicle,31,28,385,407
012491_jpg.rf.ab92b7960e507a4cb5dbb5e77a32ecbe.jpg,416,416,vehicle,0,22,415,415
008247_jpg.rf.aba918db3da04f9a11d6413f9804d92c.jpg,416,416,vehicle,18,81,381,415
012573_jpg.rf.ab8d71351a7b91b731a4afec7d3fcd3a.jpg,416,416,vehicle,4,77,415,350
002398_jpg.rf.ab87831ef5cac805acbe3a92d2606d61.jpg,416,416,vehicle,0,136,411,391
007099_jpg.rf.abaa7b5870c8a3f3b4cd77398774fee3.jpg,416,416,vehicle,45,88,396,347
015485_jpg.rf.aba8e1919e3a9000ddc2c7f748d39d59.jpg,416,416,vehicle,0,6,415,389
011359_jpg.rf.abb486a6bfe4f0af19409b4f5c63b30e.jpg,416,416,vehicle,5,149,415,415
005488_jpg.rf.aba68b6a62a4694db918e4639fa01713.jpg,416,416,vehicle,0,63,415,379
009591_jpg.rf.ab9c24b3b63d589d90b92657d7b23137.jpg,416,416,vehicle,30,66,344,384
014761_jpg.rf.aba129cbaeedf79542531f00e286a99e.jpg,416,416,vehicle,0,0,415,415
015232_jpg.rf.abb6129cce235a2aa68262cb22862d56.jpg,416,416,vehicle,0,0,415,415
007412_jpg.rf.abb49d949db6d12bfd1c670ce17647bc.jpg,416,416,vehicle,0,34,415,415
008655_jpg.rf.abb145296b7d40c5ce5432978bdede18.jpg,416,416,vehicle,34,31,415,408
005808_jpg.rf.abc70a7396a807b5d978d0dafe4b507a.jpg,416,416,vehicle,16,65,415,415
010575_jpg.rf.abb83bcb76d7fbc9340bc9d8e4d196f0.jpg,416,416,vehicle,0,192,415,415
bike--571-_jpg.rf.abc4b01c4f29bab26a07f689f0a952dd.jpg,416,416,motorbike,103,134,415,415
002357_jpg.rf.abba8ee7ae8f39f76765799163c29ae1.jpg,416,416,vehicle,0,0,415,415
013873_jpg.rf.abb266630c274cf99d75393542f6d819.jpg,416,416,vehicle,36,48,398,318
012006_jpg.rf.abb88d8e6d4382bd13f9e6a0cbb3eb2b.jpg,416,416,vehicle,44,0,349,414
011317_jpg.rf.abbc32ad895a8e8ffa75d003fe6b689a.jpg,416,416,vehicle,19,131,415,389
006108_jpg.rf.abc6ed51cf50fc08b9e12653c43a083f.jpg,416,416,vehicle,26,2,414,392
010261_jpg.rf.abc8554645dd1191c5fc48c1606d4276.jpg,416,416,vehicle,0,121,396,349
001958_jpg.rf.abc5d384a8ab3f91ec23fec2b152e37d.jpg,416,416,vehicle,1,23,398,411
000774_jpg.rf.abc1779e0626e86f75fc33e0348bc086.jpg,416,416,vehicle,9,116,415,403
001302_jpg.rf.abdc59388372e0365d886eb5daeb3649.jpg,416,416,vehicle,0,72,408,415
bike--438-_jpg.rf.abe1c6bc37c2058aa12496bf140e8511.jpg,416,416,motorbike,41,69,397,403
009192_jpg.rf.abd09317aead98d39c31753bd7783953.jpg,416,416,vehicle,0,118,415,381
dbc_287_jpg.rf.abbad28e375430847bb692a0f5e72615.jpg,416,416,motorbike,124,49,279,318
006739_jpg.rf.abd043671414cfc65919a2fe817fb557.jpg,416,416,vehicle,0,44,415,293
002684_jpg.rf.abd3cc42583c206c30c62b3fb2c9920e.jpg,416,416,vehicle,0,19,415,376
003694_jpg.rf.abe531814cd51a533184e1137c33dedf.jpg,416,416,vehicle,101,154,390,413
000435_jpg.rf.abd1fcb293c37f46961fafc6d617016e.jpg,416,416,vehicle,0,93,415,415
009664_jpg.rf.abe61be5436be378b1d9e0964db89b25.jpg,416,416,vehicle,0,78,415,342
000051_jpg.rf.abe90cef9556b276e062c941c614f0ed.jpg,416,416,vehicle,0,9,412,415
000921_jpg.rf.abf64f305e1ce92e06120a128616dfe0.jpg,416,416,vehicle,0,0,415,415
009528_jpg.rf.abcd0eca8989dd563f61cd6f61d7f871.jpg,416,416,vehicle,0,10,415,415
015398_jpg.rf.abe96d6443c5ce161a8265c51b882eaa.jpg,416,416,vehicle,0,33,385,355
001440_jpg.rf.ac09844f725a29a424c07f1b615c5a4e.jpg,416,416,vehicle,0,85,415,415
000349_jpg.rf.abebb8dc86d0ff1814e94ca355d25b09.jpg,416,416,vehicle,2,130,412,378
010194_jpg.rf.abfa7ce3adf266173de0d170402755c2.jpg,416,416,vehicle,74,206,266,344
005632_jpg.rf.abf03e484e628e1372d6083b051d2552.jpg,416,416,vehicle,96,125,415,397
002509_jpg.rf.abf8bbf2d6dff30be7eba20db39dbae3.jpg,416,416,vehicle,27,135,377,412
012966_jpg.rf.ac0fe5cfdfc3510c74aeb55e5b51f091.jpg,416,416,vehicle,0,35,401,415
006772_jpg.rf.abfdb41abe335c582cf4facc6e110dc7.jpg,416,416,vehicle,0,41,415,415
005672_jpg.rf.abf4b80fe64913a6c562532687e35250.jpg,416,416,vehicle,0,62,414,414
012802_jpg.rf.ac10d9963eadf6baf19fd461d077d9db.jpg,416,416,vehicle,0,82,415,335
dbc_169_jpg.rf.ac102e2cb149eff7b1b999b8a41fcb2c.jpg,416,416,motorbike,0,28,290,415
dbc_169_jpg.rf.ac102e2cb149eff7b1b999b8a41fcb2c.jpg,416,416,motorbike,204,1,351,216
012905_jpg.rf.ac0d55008bf883156fc369167209ef38.jpg,416,416,vehicle,0,0,415,415
010162_jpg.rf.abfb1542dae0bd0714f3ef677d7cbbcf.jpg,416,416,vehicle,0,0,415,399
002216_jpg.rf.ac1987f630a9a13471b5b6565a8fbb28.jpg,416,416,vehicle,0,0,415,415
015411_jpg.rf.ac23f2ac86c645cc7b2b81c56523dbad.jpg,416,416,vehicle,4,74,377,397
012140_jpg.rf.ac132dc88f75160664df8d218be02647.jpg,416,416,vehicle,3,23,408,389
009755_jpg.rf.abfed39e3f808f9fe4f131a96f432c5d.jpg,416,416,vehicle,72,33,349,382
000284_jpg.rf.ac172880522c867213cd5d4b8f46e726.jpg,416,416,vehicle,0,0,415,415
009551_jpg.rf.ac1397f7c892559af52b67b1ecf39cd2.jpg,416,416,vehicle,0,48,415,415
000334_jpg.rf.ac19d8dc3c0235ef8ce192c4fe4f0e31.jpg,416,416,vehicle,0,45,414,415
015444_jpg.rf.ac32840dd886ba2f4f1392288f50ef5d.jpg,416,416,vehicle,0,61,415,388
002821_jpg.rf.ac1ffcb603d038344be4a8e3fc1a94cf.jpg,416,416,vehicle,74,186,413,416
011720_jpg.rf.ac1b2a1b9c6e4d68a4eb6b23da5a30f0.jpg,416,416,vehicle,23,84,413,377
015493_jpg.rf.ac2a096703350970d1a53837ec7756cf.jpg,416,416,vehicle,52,50,371,372
015381_jpg.rf.ac3eaac36886bfe614ff474cb0a831b4.jpg,416,416,vehicle,0,0,389,415
007596_jpg.rf.ac24297b75afa981344cd34758da880c.jpg,416,416,vehicle,0,0,415,415
002370_jpg.rf.ac3fc0eacb4c94cb3d2afc9887a8c2b2.jpg,416,416,vehicle,8,55,415,393
015898_jpg.rf.ac32765bbcff08ffb57b9093e40ccb1b.jpg,416,416,vehicle,0,0,415,415
008279_jpg.rf.ac3ba68646d15279f91b7e9a6bdcc16c.jpg,416,416,vehicle,0,73,415,392
009601_jpg.rf.ac482144bc97529c2790c553a2663099.jpg,416,416,vehicle,17,11,386,345
001179_jpg.rf.ac38b3c72503dabf9464d3edf95006bd.jpg,416,416,vehicle,0,0,415,415
012480_jpg.rf.ac4a53c51c17d774be1731e50726e47a.jpg,416,416,vehicle,76,1,415,298
013976_jpg.rf.ac3f563bead79945b42be8e84fa7b775.jpg,416,416,vehicle,3,145,225,392
013393_jpg.rf.ac4963aba42d0706386aefa912a20ea8.jpg,416,416,vehicle,0,171,415,415
014440_jpg.rf.ac2d20a3ef0d6964c96af7733e9308da.jpg,416,416,vehicle,133,178,344,342
004765_jpg.rf.ac2202065103334afa344e48f692bae1.jpg,416,416,vehicle,0,161,226,399
015753_jpg.rf.ac460803591aee85d4ebd1d6f1b40ef5.jpg,416,416,vehicle,4,126,326,406
011844_jpg.rf.ac3ed6b7b630e093981d80ffa068645c.jpg,416,416,vehicle,0,80,415,415
010249_jpg.rf.ac2e555f447ddd2ffa59a1fbd93dbbc7.jpg,416,416,vehicle,0,54,415,378
007418_jpg.rf.ac42080afd9116e1a7543e0228ebe61a.jpg,416,416,vehicle,0,79,415,398
003464_jpg.rf.ac4e8c262373c36722c7e55331fdb0f8.jpg,416,416,vehicle,37,85,397,415
011005_jpg.rf.ac4d08e0f50b37b5569a2cb1916171c1.jpg,416,416,vehicle,50,104,346,364
002698_jpg.rf.ac55af8b9f0910896931dda4c3160ffe.jpg,416,416,vehicle,170,0,403,337
009719_jpg.rf.ac550a4b9f8ee85b1ba0384c925c94fe.jpg,416,416,vehicle,0,43,415,357
012294_jpg.rf.ac2baf01b8d5ef51fc7acafc98d7f408.jpg,416,416,vehicle,42,0,358,415
005382_jpg.rf.ac6d07630b1cfb400b4c1d04ca49e95c.jpg,416,416,vehicle,0,39,415,415
007673_jpg.rf.ac536df5db308774ec49060aaa3af97b.jpg,416,416,vehicle,21,0,392,415
015840_jpg.rf.ac4de26b369dc36db487700b1a463730.jpg,416,416,vehicle,3,66,373,389
001820_jpg.rf.ac663f8c17436c00e458b67d9c54c1c7.jpg,416,416,vehicle,0,0,415,409
002580_jpg.rf.ac5a1ae521260ffef203380e892dc487.jpg,416,416,vehicle,14,32,344,383
010047_jpg.rf.ac5a984921507af21e20b51c361879c5.jpg,416,416,vehicle,0,69,415,376
003100_jpg.rf.ac6530ba5c6d5b65b612932c524bfb7e.jpg,416,416,vehicle,0,0,415,376
009869_jpg.rf.ac66661a5378f31b44d30261ef8b9892.jpg,416,416,vehicle,0,91,415,415
002238_jpg.rf.ac59f0b9dd5c7ff0b44f27513416ba26.jpg,416,416,vehicle,42,0,372,415
bike--733-_jpg.rf.ac79c3c9b3460adb2d9abf650daf6952.jpg,416,416,motorbike,109,111,328,377
012836_jpg.rf.ac82c570398baba00a84402dd727909d.jpg,416,416,vehicle,0,50,415,350
002724_jpg.rf.ac79107a49a3c5aec9003726ed890f50.jpg,416,416,vehicle,0,0,415,415
013945_jpg.rf.ac7beb725a4da619b00c43c092cba776.jpg,416,416,vehicle,0,142,393,415
001857_jpg.rf.ac587805b4cdeea4c448e676cb5000ca.jpg,416,416,vehicle,0,52,415,388
010543_jpg.rf.ac7e61dd406019655072007bdbf3e2f9.jpg,416,416,vehicle,0,7,415,381
014422_jpg.rf.ac94a3fd1dc6a0b93570717950487d91.jpg,416,416,vehicle,41,125,325,388
001157_jpg.rf.ac7f439746814e0bc4d68732fd6e2be1.jpg,416,416,vehicle,4,128,415,365
013527_jpg.rf.ac821f7af20a54069352d5e2b3662faa.jpg,416,416,vehicle,0,142,335,415
013398_jpg.rf.ac97884cf40f71fb71795a9c6c6b3d18.jpg,416,416,vehicle,0,27,415,408
004379_jpg.rf.ac67a1a84f7ce12f0f5362fb33aa57ad.jpg,416,416,vehicle,13,5,415,415
bike--292-_jpg.rf.ac986082dd88ba3d905934281478b05f.jpg,416,416,motorbike,18,0,408,415
006821_jpg.rf.ac9d8643c7c5bc7aed22973ceefdbb36.jpg,416,416,vehicle,7,96,415,338
004999_jpg.rf.ac6f7a490f80589de3fda414ba94af39.jpg,416,416,vehicle,18,156,405,364
006613_jpg.rf.ac6720358a99e36d7c29901736d4ab03.jpg,416,416,vehicle,23,0,397,412
012255_jpg.rf.ac985a1e22cd45bbf7504cf27294877e.jpg,416,416,vehicle,20,50,415,396
002188_jpg.rf.ac75595db08877204e4d3674937dbbe8.jpg,416,416,vehicle,48,172,376,326
dbc_118_jpg.rf.acaaf36067a2bbbbb461e212de4ec543.jpg,416,416,motorbike,21,32,415,415
009506_jpg.rf.ac96a9a9cad89868cdfaf5757dc3ccf4.jpg,416,416,vehicle,24,0,397,401
011370_jpg.rf.ac8af9d547c2ea680cdf9076160339e9.jpg,416,416,vehicle,9,93,325,353
001521_jpg.rf.aca234b95a3d6afedd98f97d780f2eaa.jpg,416,416,vehicle,6,44,415,406
005533_jpg.rf.aca31b7c5b85efca6342346575fa13a5.jpg,416,416,vehicle,15,14,407,404
011004_jpg.rf.ac952a500000abb747e55f478a9940ed.jpg,416,416,vehicle,1,229,333,404
001429_jpg.rf.acbb5c9e9d5f8f50b7cda3bc57d60439.jpg,416,416,vehicle,0,97,415,370
007171_jpg.rf.acbaff10bb00ee95dfdbf6e99e5d57bd.jpg,416,416,vehicle,0,46,396,415
011623_jpg.rf.acbd4cffdede2c65fe0426c7d377a1bc.jpg,416,416,vehicle,15,57,415,395
015068_jpg.rf.acb35457efc250d31102e0f30bd01cc0.jpg,416,416,vehicle,0,0,415,415
006171_jpg.rf.accf5dd6043845551f2808135fbf35dc.jpg,416,416,vehicle,0,25,415,415
005029_jpg.rf.acc47296a0cebf4fc952464bb202e17b.jpg,416,416,vehicle,0,21,415,350
001780_jpg.rf.acc43c1792b8e9cb60e42b0535b034cf.jpg,416,416,vehicle,53,83,400,389
005222_jpg.rf.acc029d5e84b0f8a1f6ac107275e9ae8.jpg,416,416,vehicle,0,0,415,415
008447_jpg.rf.ac9d21c43120e7f154da1883708860e1.jpg,416,416,vehicle,44,77,415,360
002708_jpg.rf.ac9972fb2ca98f004cd8d1947ae842f3.jpg,416,416,vehicle,0,93,400,415
013476_jpg.rf.acc93662ad07669ad1a085773af7ce77.jpg,416,416,vehicle,136,237,298,352
004758_jpg.rf.acc5c9b57d291f3685d7c5a5b8e86e56.jpg,416,416,vehicle,42,96,410,370
010921_jpg.rf.acbfe2e82cf1b50b186a567c1b82f728.jpg,416,416,vehicle,5,22,405,310
001581_jpg.rf.acd00f9d663968993190d9e55537df57.jpg,416,416,vehicle,8,0,415,415
005941_jpg.rf.acd30f4748b3e02f6c4c67b2bd5d006f.jpg,416,416,vehicle,20,86,413,393
015390_jpg.rf.ace5320df6a6c080b158a5505f0d0422.jpg,416,416,vehicle,0,89,415,371
003896_jpg.rf.acefe239664c7fd20eeca392b43144a0.jpg,416,416,vehicle,0,0,415,415
007470_jpg.rf.aca4d99aef0f031a2cc1e2c4b8f765f1.jpg,416,416,vehicle,7,29,415,405
008847_jpg.rf.acdd0aba799c08b1b6816816c0fc2734.jpg,416,416,vehicle,52,119,414,333
011806_jpg.rf.aca7be82ce1d6db9dba21276934ef374.jpg,416,416,vehicle,0,39,415,415
011178_jpg.rf.aceab2d56a994131bff228ff6bd3caa9.jpg,416,416,vehicle,23,166,415,411
002618_jpg.rf.acd9e346b1a22f5899e4611609e1c71a.jpg,416,416,vehicle,29,8,367,342
000652_jpg.rf.ace4b0b162919dc17dbedecc8d5bf5cc.jpg,416,416,vehicle,20,103,400,359
007691_jpg.rf.aceed686f110baae212daedf132d9e53.jpg,416,416,vehicle,10,72,415,379
015887_jpg.rf.acece1f57ef69d406effa42b51e0c182.jpg,416,416,vehicle,9,156,415,404
008349_jpg.rf.ad00af029554ae9dc876bfd03cd19e4a.jpg,416,416,vehicle,75,92,394,328
003257_jpg.rf.ace7d2446d14a4da089691de4a83ea11.jpg,416,416,vehicle,4,13,415,412
013337_jpg.rf.ad03d2ab6e4a90d580942dd23d351e23.jpg,416,416,vehicle,0,123,415,415
012315_jpg.rf.acfcaa5e7a31cfa8733b8029229b7b7d.jpg,416,416,vehicle,82,127,416,309
010583_jpg.rf.ad016a3a8128bf132390cb8037142b01.jpg,416,416,vehicle,11,91,415,402
001675_jpg.rf.ace389092709bb6046bcbf2f61580486.jpg,416,416,vehicle,4,102,410,409
014762_jpg.rf.ad032411295db676ab44fdc8d7042ce2.jpg,416,416,vehicle,0,114,415,406
010531_jpg.rf.ad016690ae7c3d3e2a1a3e5e37bc6261.jpg,416,416,vehicle,68,86,352,383
015814_jpg.rf.ad082922c7af414a844686d9057a2b57.jpg,416,416,vehicle,30,174,396,415
008870_jpg.rf.acf1061f22de9eab1faaf0372a07f3c3.jpg,416,416,vehicle,67,92,349,323
005527_jpg.rf.ad084da6f94bb729460cc41048f875e4.jpg,416,416,vehicle,19,63,391,397
001697_jpg.rf.acefed3da3db8dd011386c7739bf22e4.jpg,416,416,vehicle,10,171,398,399
007605_jpg.rf.ad08b6d9f3b7c56b58ebe239da1cceec.jpg,416,416,vehicle,0,139,415,415
006592_jpg.rf.ace7943a0ff33c624b8b8d7cbb0d578c.jpg,416,416,vehicle,8,125,415,354
003997_jpg.rf.ad09a9158a1f2c6b8f07f31f50fa7262.jpg,416,416,vehicle,0,40,395,413
011195_jpg.rf.acf0a0d97ff8a490a18005b8ddb66e2f.jpg,416,416,vehicle,43,110,377,328
bike--214-_jpg.rf.ad0f6524f9ac277f2bd5f3323d367870.jpg,416,416,motorbike,0,0,410,415
013460_jpg.rf.ad099befdbafd0c1857bdaf43cfbf9aa.jpg,416,416,vehicle,0,46,415,390
011773_jpg.rf.ad1a9f4858c8de2cfd54bf2bb988457c.jpg,416,416,vehicle,11,73,415,364
006872_jpg.rf.ad21e2b1982e227035121bbff9188487.jpg,416,416,vehicle,42,13,400,358
007250_jpg.rf.ad0178b9cb5fcd6bc1fb7d28269b9600.jpg,416,416,vehicle,37,58,408,382
005640_jpg.rf.ab7328ec52a20a7cd7de270f0f3d55f4.jpg,416,416,vehicle,0,75,415,415
007396_jpg.rf.ad168f7a398d121c668ebf3c41744333.jpg,416,416,vehicle,0,55,415,396
006675_jpg.rf.ad22767d0d8ea725441f20e019e2df30.jpg,416,416,vehicle,0,47,415,385
003286_jpg.rf.ad2ce0428bd0e84da0ee25d409522938.jpg,416,416,vehicle,32,94,400,409
013467_jpg.rf.ad2ef4674354adf02a9dc5dc8c2c51af.jpg,416,416,vehicle,15,124,386,415
014462_jpg.rf.ad336ad397beabe716b43effaba5a3de.jpg,416,416,vehicle,64,270,340,415
014217_jpg.rf.ad362c746112b4b1f28e0206d823823b.jpg,416,416,vehicle,36,0,412,402
002920_jpg.rf.ad2f48053ff14eeb02a8e2828ba19ecf.jpg,416,416,vehicle,5,131,406,332
bike--568-_jpg.rf.ad2d434530ccdcfa50e43d321f90d7bf.jpg,416,416,motorbike,0,0,415,415
010273_jpg.rf.ad15a3f72e36e624c95d42076c84f47b.jpg,416,416,vehicle,0,34,415,415
003746_jpg.rf.ad10c26b01356d48da1fb999cde02643.jpg,416,416,vehicle,0,4,415,410
002540_jpg.rf.ad335be5fac8c40625dcc846ab43c909.jpg,416,416,vehicle,0,50,415,415
002190_jpg.rf.ad1aac0cf76058fcf247aac5486220b3.jpg,416,416,vehicle,6,135,394,411
009688_jpg.rf.ad39916f44d9dbec0074ee8c10904497.jpg,416,416,vehicle,39,0,396,415
dbc_019_jpg.rf.ad3a70040545465db9d3dee3eaf09792.jpg,416,416,motorbike,49,24,356,416
013978_jpg.rf.ad12580dcc562403d5468ce9bf36b4a0.jpg,416,416,vehicle,19,0,411,376
000461_jpg.rf.ad44f1527921df4b32651a0ac96f7da4.jpg,416,416,vehicle,0,21,415,415
015316_jpg.rf.ad1cc84b5db18ed015d484090eb75757.jpg,416,416,vehicle,0,0,415,415
